assetId,filename,family,subjectId,subjectTitle,simpleVisualDescription,aspectRatio,batchId,batchIndexWithinFamily,batchAssetCount,simpleCommand
VIS-CIV-CA-T10-04-HERO,VIS-CIV-CA-T10-04-HERO.webp,CASE_HERO,CA-T10-04,马穆鲁克埃及,表现“马穆鲁克埃及”（Egypt and Levant）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B09,7,10,继续 CASE_HERO 第七批 10 张
VIS-CIV-CA-T10-05-HERO,VIS-CIV-CA-T10-05-HERO.webp,CASE_HERO,CA-T10-05,满者伯夷,表现“满者伯夷”（Maritime Southeast Asia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B09,7,10,继续 CASE_HERO 第七批 10 张
VIS-CIV-CA-T10-06-HERO,VIS-CIV-CA-T10-06-HERO.webp,CASE_HERO,CA-T10-06,马里帝国,表现“马里帝国”（West Africa and Sahel）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B09,7,10,继续 CASE_HERO 第七批 10 张
VIS-CIV-CA-T11-01-HERO,VIS-CIV-CA-T11-01-HERO.webp,CASE_HERO,CA-T11-01,明中国,表现“明中国”（East Asia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B09,7,10,继续 CASE_HERO 第七批 10 张
VIS-CIV-CA-T11-02-HERO,VIS-CIV-CA-T11-02-HERO.webp,CASE_HERO,CA-T11-02,马六甲苏丹国,表现“马六甲苏丹国”（Strait of Malacca）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B09,7,10,继续 CASE_HERO 第七批 10 张
VIS-CIV-CA-T11-03-HERO,VIS-CIV-CA-T11-03-HERO.webp,CASE_HERO,CA-T11-03,奥斯曼扩张,表现“奥斯曼扩张”（Eastern Mediterranean and Balkans）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B09,7,10,继续 CASE_HERO 第七批 10 张
VIS-CIV-CA-T11-04-HERO,VIS-CIV-CA-T11-04-HERO.webp,CASE_HERO,CA-T11-04,阿兹特克三方同盟,表现“阿兹特克三方同盟”（Central Mexico）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B09,7,10,继续 CASE_HERO 第七批 10 张
VIS-CIV-CA-T11-05-HERO,VIS-CIV-CA-T11-05-HERO.webp,CASE_HERO,CA-T11-05,印加塔万廷苏尤,表现“印加塔万廷苏尤”（Andes）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T11-06-HERO,VIS-CIV-CA-T11-06-HERO.webp,CASE_HERO,CA-T11-06,文艺复兴意大利城市网络,表现“文艺复兴意大利城市网络”（Italian peninsula）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T12-01-HERO,VIS-CIV-CA-T12-01-HERO.webp,CASE_HERO,CA-T12-01,西班牙大西洋帝国,表现“西班牙大西洋帝国”（Atlantic world）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T12-02-HERO,VIS-CIV-CA-T12-02-HERO.webp,CASE_HERO,CA-T12-02,葡萄牙印度洋网络,表现“葡萄牙印度洋网络”（Indian Ocean）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T12-03-HERO,VIS-CIV-CA-T12-03-HERO.webp,CASE_HERO,CA-T12-03,莫卧儿印度,表现“莫卧儿印度”（South Asia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T12-04-HERO,VIS-CIV-CA-T12-04-HERO.webp,CASE_HERO,CA-T12-04,萨法维伊朗,表现“萨法维伊朗”（Iran）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T12-05-HERO,VIS-CIV-CA-T12-05-HERO.webp,CASE_HERO,CA-T12-05,德川日本,表现“德川日本”（Japanese archipelago）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T12-06-HERO,VIS-CIV-CA-T12-06-HERO.webp,CASE_HERO,CA-T12-06,荷兰商业帝国,表现“荷兰商业帝国”（Global maritime network）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T13-01-HERO,VIS-CIV-CA-T13-01-HERO.webp,CASE_HERO,CA-T13-01,工业英国,表现“工业英国”（Britain and global networks）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T13-02-HERO,VIS-CIV-CA-T13-02-HERO.webp,CASE_HERO,CA-T13-02,清中国,表现“清中国”（East Asia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B10,8,10,继续 CASE_HERO 第八批 10 张
VIS-CIV-CA-T13-03-HERO,VIS-CIV-CA-T13-03-HERO.webp,CASE_HERO,CA-T13-03,大西洋革命体系,表现“大西洋革命体系”（Atlantic world）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T13-04-HERO,VIS-CIV-CA-T13-04-HERO.webp,CASE_HERO,CA-T13-04,海地革命与国家,表现“海地革命与国家”（Caribbean）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T13-05-HERO,VIS-CIV-CA-T13-05-HERO.webp,CASE_HERO,CA-T13-05,早期美国扩张,表现“早期美国扩张”（North America）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T13-06-HERO,VIS-CIV-CA-T13-06-HERO.webp,CASE_HERO,CA-T13-06,穆罕默德·阿里时期埃及现代化,表现“穆罕默德·阿里时期埃及现代化”（Egypt）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T14-01-HERO,VIS-CIV-CA-T14-01-HERO.webp,CASE_HERO,CA-T14-01,明治日本,表现“明治日本”（Japan）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T14-02-HERO,VIS-CIV-CA-T14-02-HERO.webp,CASE_HERO,CA-T14-02,德国工业国家,表现“德国工业国家”（Central Europe）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T14-03-HERO,VIS-CIV-CA-T14-03-HERO.webp,CASE_HERO,CA-T14-03,晚期奥斯曼改革,表现“晚期奥斯曼改革”（Ottoman domains）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T14-04-HERO,VIS-CIV-CA-T14-04-HERO.webp,CASE_HERO,CA-T14-04,英属印度,表现“英属印度”（South Asia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T14-05-HERO,VIS-CIV-CA-T14-05-HERO.webp,CASE_HERO,CA-T14-05,拉丁美洲出口共和国,表现“拉丁美洲出口共和国”（Latin America）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T14-06-HERO,VIS-CIV-CA-T14-06-HERO.webp,CASE_HERO,CA-T14-06,瓜分非洲殖民体系,表现“瓜分非洲殖民体系”（Africa）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B11,9,10,继续 CASE_HERO 第九批 10 张
VIS-CIV-CA-T15-01-HERO,VIS-CIV-CA-T15-01-HERO.webp,CASE_HERO,CA-T15-01,第一次世界大战总动员,表现“第一次世界大战总动员”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T15-02-HERO,VIS-CIV-CA-T15-02-HERO.webp,CASE_HERO,CA-T15-02,苏维埃革命国家,表现“苏维埃革命国家”（Eurasia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T15-03-HERO,VIS-CIV-CA-T15-03-HERO.webp,CASE_HERO,CA-T15-03,中华民国大陆时期,表现“中华民国大陆时期”（China）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T15-04-HERO,VIS-CIV-CA-T15-04-HERO.webp,CASE_HERO,CA-T15-04,战间期美国大众生产,表现“战间期美国大众生产”（United States）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T15-05-HERO,VIS-CIV-CA-T15-05-HERO.webp,CASE_HERO,CA-T15-05,日本帝国体系,表现“日本帝国体系”（East Asia and Pacific）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T15-06-HERO,VIS-CIV-CA-T15-06-HERO.webp,CASE_HERO,CA-T15-06,战间期殖民地民族主义,表现“战间期殖民地民族主义”（Asia and Africa）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T16-01-HERO,VIS-CIV-CA-T16-01-HERO.webp,CASE_HERO,CA-T16-01,战后美国主导秩序,表现“战后美国主导秩序”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T16-02-HERO,VIS-CIV-CA-T16-02-HERO.webp,CASE_HERO,CA-T16-02,苏联集团,表现“苏联集团”（Eurasia and Eastern Europe）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T16-03-HERO,VIS-CIV-CA-T16-03-HERO.webp,CASE_HERO,CA-T16-03,新中国早期工业化,表现“新中国早期工业化”（China）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T16-04-HERO,VIS-CIV-CA-T16-04-HERO.webp,CASE_HERO,CA-T16-04,战后西欧,表现“战后西欧”（Western Europe）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B12,10,10,继续 CASE_HERO 第十批 10 张
VIS-CIV-CA-T16-05-HERO,VIS-CIV-CA-T16-05-HERO.webp,CASE_HERO,CA-T16-05,独立后的印度,表现“独立后的印度”（India）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T16-06-HERO,VIS-CIV-CA-T16-06-HERO.webp,CASE_HERO,CA-T16-06,后殖民东南亚,表现“后殖民东南亚”（Southeast Asia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T17-01-HERO,VIS-CIV-CA-T17-01-HERO.webp,CASE_HERO,CA-T17-01,东亚出口工业化,表现“东亚出口工业化”（East Asia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T17-02-HERO,VIS-CIV-CA-T17-02-HERO.webp,CASE_HERO,CA-T17-02,欧洲一体化,表现“欧洲一体化”（Europe）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T17-03-HERO,VIS-CIV-CA-T17-03-HERO.webp,CASE_HERO,CA-T17-03,全球集装箱贸易体系,表现“全球集装箱贸易体系”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T17-04-HERO,VIS-CIV-CA-T17-04-HERO.webp,CASE_HERO,CA-T17-04,晚期苏联与后苏联转型,表现“晚期苏联与后苏联转型”（Eurasia）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T17-05-HERO,VIS-CIV-CA-T17-05-HERO.webp,CASE_HERO,CA-T17-05,中国改革开放,表现“中国改革开放”（China）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T17-06-HERO,VIS-CIV-CA-T17-06-HERO.webp,CASE_HERO,CA-T17-06,印度自由化与服务经济,表现“印度自由化与服务经济”（India）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T18-01-HERO,VIS-CIV-CA-T18-01-HERO.webp,CASE_HERO,CA-T18-01,全球互联网平台经济,表现“全球互联网平台经济”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T18-02-HERO,VIS-CIV-CA-T18-02-HERO.webp,CASE_HERO,CA-T18-02,中国制造—数字体系,表现“中国制造—数字体系”（China）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B13,11,10,继续 CASE_HERO 第十一批 10 张
VIS-CIV-CA-T18-03-HERO,VIS-CIV-CA-T18-03-HERO.webp,CASE_HERO,CA-T18-03,欧盟单一市场扩张,表现“欧盟单一市场扩张”（Europe）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T18-04-HERO,VIS-CIV-CA-T18-04-HERO.webp,CASE_HERO,CA-T18-04,印度数字服务扩张,表现“印度数字服务扩张”（India）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T18-05-HERO,VIS-CIV-CA-T18-05-HERO.webp,CASE_HERO,CA-T18-05,海湾物流与能源枢纽,表现“海湾物流与能源枢纽”（Gulf）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T18-06-HERO,VIS-CIV-CA-T18-06-HERO.webp,CASE_HERO,CA-T18-06,非洲移动互联扩张,表现“非洲移动互联扩张”（Africa）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T19-01-HERO,VIS-CIV-CA-T19-01-HERO.webp,CASE_HERO,CA-T19-01,全球疫情冲击与恢复,表现“全球疫情冲击与恢复”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T19-02-HERO,VIS-CIV-CA-T19-02-HERO.webp,CASE_HERO,CA-T19-02,生成式人工智能基础设施扩张,表现“生成式人工智能基础设施扩张”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T19-03-HERO,VIS-CIV-CA-T19-03-HERO.webp,CASE_HERO,CA-T19-03,能源转型加速,表现“能源转型加速”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T19-04-HERO,VIS-CIV-CA-T19-04-HERO.webp,CASE_HERO,CA-T19-04,地缘经济供应链重构,表现“地缘经济供应链重构”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T19-05-HERO,VIS-CIV-CA-T19-05-HERO.webp,CASE_HERO,CA-T19-05,数字主权与监管,表现“数字主权与监管”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-CA-T19-06-HERO,VIS-CIV-CA-T19-06-HERO.webp,CASE_HERO,CA-T19-06,气候适应与韧性体系,表现“气候适应与韧性体系”（Global）最有辨识度的城市、建筑、公共空间、港口/道路或政治宗教中心；时代准确，无文字。,4:03,CIV-VIS-B14,12,10,继续 CASE_HERO 第十二批 10 张
VIS-CIV-WS-M3000-ATMOSPHERE,VIS-CIV-WS-M3000-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-M3000,公元前3000年的世界,表现“公元前3000年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-M1500-ATMOSPHERE,VIS-CIV-WS-M1500-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-M1500,公元前1500年的世界,表现“公元前1500年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-M0500-ATMOSPHERE,VIS-CIV-WS-M0500-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-M0500,公元前500年的世界,表现“公元前500年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-0001-ATMOSPHERE,VIS-CIV-WS-0001-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-0001,公元1年的世界,表现“公元1年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-0500-ATMOSPHERE,VIS-CIV-WS-0500-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-0500,公元500年的世界,表现“公元500年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-1000-ATMOSPHERE,VIS-CIV-WS-1000-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1000,公元1000年的世界,表现“公元1000年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-1250-ATMOSPHERE,VIS-CIV-WS-1250-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1250,公元1250年的世界,表现“公元1250年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-1500-ATMOSPHERE,VIS-CIV-WS-1500-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1500,公元1500年的世界,表现“公元1500年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B27,1,8,继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张
VIS-CIV-WS-1750-ATMOSPHERE,VIS-CIV-WS-1750-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1750,公元1750年的世界,表现“公元1750年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B28,2,7,继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张
VIS-CIV-WS-1850-ATMOSPHERE,VIS-CIV-WS-1850-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1850,公元1850年的世界,表现“公元1850年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B28,2,7,继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张
VIS-CIV-WS-1914-ATMOSPHERE,VIS-CIV-WS-1914-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1914,1914年的世界,表现“1914年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B28,2,7,继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张
VIS-CIV-WS-1945-ATMOSPHERE,VIS-CIV-WS-1945-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1945,1945年的世界,表现“1945年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B28,2,7,继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张
VIS-CIV-WS-1980-ATMOSPHERE,VIS-CIV-WS-1980-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-1980,1980年的世界,表现“1980年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B28,2,7,继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张
VIS-CIV-WS-2000-ATMOSPHERE,VIS-CIV-WS-2000-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-2000,2000年的世界,表现“2000年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B28,2,7,继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张
VIS-CIV-WS-2026-ATMOSPHERE,VIS-CIV-WS-2026-ATMOSPHERE.webp,WORLD_SNAPSHOT_ATMOSPHERE,WS-2026,2026年的世界,表现“2026年的世界”时代的全球/区域文明气氛与网络背景；只做地图氛围底层，不自行决定疆域或路线。,16:09,CIV-VIS-B28,2,7,继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张
VIS-CIV-CF-CONTINENTAL_EMPIRE,VIS-CIV-CF-CONTINENTAL_EMPIRE.webp,COMPARISON_FAMILY,CONTINENTAL_EMPIRE,大型陆地帝国,用一个主场景表现“大型陆地帝国”这一文明运行类型的结构特征；适合后续叠加比较网络，不做排名。,16:09,CIV-VIS-B29,1,6,继续 COMPARISON_FAMILY 第一批 6 张
VIS-CIV-CF-POLYCENTRIC_CIVILIZATION,VIS-CIV-CF-POLYCENTRIC_CIVILIZATION.webp,COMPARISON_FAMILY,POLYCENTRIC_CIVILIZATION,多中心文明,用一个主场景表现“多中心文明”这一文明运行类型的结构特征；适合后续叠加比较网络，不做排名。,16:09,CIV-VIS-B29,1,6,继续 COMPARISON_FAMILY 第一批 6 张
VIS-CIV-CF-MARITIME_CIVILIZATION,VIS-CIV-CF-MARITIME_CIVILIZATION.webp,COMPARISON_FAMILY,MARITIME_CIVILIZATION,海洋文明,用一个主场景表现“海洋文明”这一文明运行类型的结构特征；适合后续叠加比较网络，不做排名。,16:09,CIV-VIS-B29,1,6,继续 COMPARISON_FAMILY 第一批 6 张
VIS-CIV-CF-KNOWLEDGE_EXPANSION,VIS-CIV-CF-KNOWLEDGE_EXPANSION.webp,COMPARISON_FAMILY,KNOWLEDGE_EXPANSION,知识扩展文明,用一个主场景表现“知识扩展文明”这一文明运行类型的结构特征；适合后续叠加比较网络，不做排名。,16:09,CIV-VIS-B29,1,6,继续 COMPARISON_FAMILY 第一批 6 张
VIS-CIV-CF-COMMERCIAL_NETWORK,VIS-CIV-CF-COMMERCIAL_NETWORK.webp,COMPARISON_FAMILY,COMMERCIAL_NETWORK,商业网络文明,用一个主场景表现“商业网络文明”这一文明运行类型的结构特征；适合后续叠加比较网络，不做排名。,16:09,CIV-VIS-B29,1,6,继续 COMPARISON_FAMILY 第一批 6 张
VIS-CIV-CF-INDUSTRIAL_MODERN_TRANSFORMATION,VIS-CIV-CF-INDUSTRIAL_MODERN_TRANSFORMATION.webp,COMPARISON_FAMILY,INDUSTRIAL_MODERN_TRANSFORMATION,工业—现代转型,用一个主场景表现“工业—现代转型”这一文明运行类型的结构特征；适合后续叠加比较网络，不做排名。,16:09,CIV-VIS-B29,1,6,继续 COMPARISON_FAMILY 第一批 6 张
VIS-CIV-TRJ-POPULATION,VIS-CIV-TRJ-POPULATION.webp,TRAJECTORY_MOTIF,POPULATION,人口承载,为“人口承载”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
